train_losses,val_losses,val_accs
0.686047728402891,0.3173883259296417,0.9341269841269841
0.307173128793205,0.17086537182331085,0.9543650793650794
0.2100566652994873,0.13130173087120056,0.9603174603174603
0.17198227642212008,0.12028098851442337,0.9575396825396826
0.1423216996566001,0.08807654678821564,0.9638888888888889
0.1256375477001395,0.08868542313575745,0.9746031746031746
0.11467535835623309,0.07051335275173187,0.9789682539682539
0.10097480043633908,0.05960850045084953,0.9797619047619047
0.09725239415369603,0.059381332248449326,0.9801587301587301
0.08884575375544744,0.0560830682516098,0.9801587301587301
0.08570440624590855,0.04777088388800621,0.9845238095238096
0.08500619478307772,0.04621103033423424,0.9861111111111112
0.08196215808013643,0.04140937700867653,0.9833333333333333
0.07930991714533446,0.041130393743515015,0.984920634920635
0.07445684900470213,0.04270787909626961,0.9853174603174604
0.07062126252381806,0.038999442011117935,0.9880952380952381
0.07059915524408006,0.04629797115921974,0.9861111111111112
0.068637019370858,0.03808080032467842,0.9880952380952381
0.0693708438629983,0.03246941417455673,0.9884920634920635
0.06421950541392805,0.035386353731155396,0.9873015873015873
0.06608914258717762,0.033249594271183014,0.9880952380952381
0.06219366292445583,0.03447877615690231,0.9908730158730159
0.06191006655791315,0.034199729561805725,0.9873015873015873
0.0598205977087449,0.034094396978616714,0.9896825396825397
0.0574295226289668,0.0337948240339756,0.9865079365079366
0.05659247210259428,0.0359712652862072,0.9896825396825397
0.05897573751491913,0.03454703465104103,0.9880952380952381
0.05801558769324902,0.030642101541161537,0.9892857142857143
0.05567447309706198,0.03251228854060173,0.9884920634920635
0.05296495926007122,0.0322817862033844,0.9908730158730159
0.052685777365695685,0.031085189431905746,0.9900793650793651
0.05607757653975252,0.032612815499305725,0.9884920634920635
0.05255452232233728,0.02997148036956787,0.9888888888888889
0.053226634399439005,0.030661961063742638,0.9896825396825397
0.05314899353813245,0.02967183291912079,0.9904761904761905
0.05131339872183373,0.02779773809015751,0.9908730158730159
0.04871287268579708,0.036380358040332794,0.9853174603174604
0.05134451771121256,0.029324987903237343,0.9896825396825397
0.04816136240349252,0.027018116787075996,0.9916666666666667
0.04672548474226842,0.03287719935178757,0.9880952380952381
0.05080278555966367,0.026081647723913193,0.9916666666666667
0.048227236140097586,0.033139586448669434,0.9908730158730159
0.04586898989467612,0.026656867936253548,0.9908730158730159
0.04658410909937431,0.02676214836537838,0.9932539682539683
0.04252590616554211,0.030059244483709335,0.9904761904761905
0.045240408059950256,0.0284260343760252,0.9908730158730159
0.04586042902952033,0.026795512065291405,0.9928571428571429
0.04780233400980132,0.02685018628835678,0.9924603174603175
0.0439968380947982,0.02842649444937706,0.9932539682539683
0.045419601531635184,0.03159633278846741,0.9912698412698413
