test_acc,precision,recall,f1,auc,confusion_matrix,train_time
0.8995832506449692,0.8486568293605751,0.9548744146445296,0.8986378205128205,0.9807428930447347,"[[2290, 400], [106, 2243]]",0.39765286445617676
