train_acc,test_acc,precision,recall,f1,auc,confusion_matrix,train_time
0.9969377339231031,0.9947075946017465,0.9982832618025751,0.9903491342605734,0.994300370475919,0.9997838245468529,"[[4029    6]
 [  34 3489]]",0.18206214904785156
