train_losses,val_losses,val_accs
0.5080491627930946,0.102323517203331,0.976984126984127
0.12066712071174297,0.05519343912601471,0.9825396825396825
0.08614144467519246,0.04333682730793953,0.986904761904762
0.06828919490563103,0.03762781620025635,0.9888888888888889
0.05938318615907506,0.03600871562957764,0.9884920634920635
0.0562145644393952,0.03652724251151085,0.9892857142857143
0.05193125843441627,0.03436518460512161,0.9892857142857143
0.050346665203729914,0.03218456357717514,0.9888888888888889
0.04568439658201448,0.031795844435691833,0.9908730158730159
0.0432416851036723,0.02963651902973652,0.9900793650793651
0.04290917961338562,0.027851425111293793,0.9904761904761905
0.04012143080952861,0.0301032867282629,0.9900793650793651
0.0396000091241676,0.03062296286225319,0.9912698412698413
0.034955216412672074,0.028053870424628258,0.9916666666666667
0.03645932072675719,0.027915827929973602,0.9920634920634921
0.035391286630065355,0.025893308222293854,0.9912698412698413
0.039040216860788256,0.02894900180399418,0.9908730158730159
0.0357036056286787,0.0238872729241848,0.9932539682539683
0.03223337519391308,0.024683034047484398,0.9948412698412699
0.031412509222771376,0.024461131542921066,0.9940476190476191
0.03177474301196196,0.02417502924799919,0.9912698412698413
0.030301226537920993,0.025723103433847427,0.9920634920634921
0.028789658099834713,0.02449120581150055,0.9904761904761905
0.028707578633591344,0.023972176015377045,0.9956349206349207
0.029727977253850953,0.02660556137561798,0.9948412698412699
0.027341565381705193,0.026297472417354584,0.9916666666666667
0.026866570204088086,0.0211248230189085,0.9956349206349207
0.026223053595564073,0.023511696606874466,0.9928571428571429
0.02981689717853442,0.02237709052860737,0.9936507936507937
0.025613997993312532,0.026108268648386,0.9940476190476191
0.025495815088146155,0.024116558954119682,0.9924603174603175
0.026745743760567046,0.022364541888237,0.9944444444444445
0.024603056258153327,0.025635167956352234,0.9940476190476191
0.02307607790599054,0.02390068583190441,0.9936507936507937
0.02585097265714928,0.025037068873643875,0.9932539682539683
0.02616375872405141,0.02332909218966961,0.9940476190476191
0.02569938491164383,0.02646183967590332,0.9936507936507937
0.020887090399217257,0.025671914219856262,0.9944444444444445
0.024165944369641416,0.02196253277361393,0.9936507936507937
0.02409468583821275,0.021347735077142715,0.996031746031746
0.02570870895853158,0.021311577409505844,0.9932539682539683
0.024446675727908176,0.022673064842820168,0.9936507936507937
0.02450163626306913,0.019392341375350952,0.9956349206349207
0.02376115968534419,0.022300247102975845,0.9944444444444445
0.02249991756803681,0.021182406693696976,0.9956349206349207
0.02155073340917875,0.021847423166036606,0.9944444444444445
0.023058799214345196,0.023505300283432007,0.9952380952380953
0.023523007450685196,0.019785895943641663,0.9944444444444445
0.02038320298933009,0.019723745062947273,0.9952380952380953
0.01836852566476159,0.019843120127916336,0.996031746031746
